"Matrix","P&GmatID","Organism","Population","Trait1","Trait2","Pcorr","Gcorr","AbsDiff"
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"palatalplatelength","eyewidth",0.381135704909841,0.0266480711771316,0.354487633732709
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"palatalplatelength","eyelength",0.490114873308488,0.106026813326272,0.384088059982216
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"palatalplatelength","winglength",0.439472795306189,0.338123147207984,0.101349648098205
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"palatalplatelength","wingwidth",0.403376854816091,0.423620484597359,0.020243629781268
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"palatalplatelength","scutellumwidth",0.420221968136148,0.516886561221819,0.096664593085671
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"palatalplatelength","scutellumlength",0.250491206571643,0.129425237356165,0.121065969215478
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"palatalplatelength","tibialength",0.528455169222926,0.478882371281431,0.049572797941495
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"palatalplatelength","tibiawidth",0.198198022312325,0.0672811189799443,0.130916903332381
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"palatalplatelength","basitarsuslength",0.423043118989138,0.377914612987774,0.045128506001364
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"palatalplatelength","basitarsuswidth",0.182941899614012,0.393554389470203,0.210612489856191
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","betweenmystaxbristledistance",0.292972298904417,0.354974088907902,0.062001790003485
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","eyewidth",0.350047062297422,-0.134621989074342,0.484669051371764
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","eyelength",0.402633451918868,0.476926416638679,0.074292964719811
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","winglength",0.386662437128388,0.552707637681594,0.166045200553206
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","wingwidth",0.375100878347439,0.725543069664111,0.350442191316672
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","scutellumwidth",0.370955155676456,0.214830021143452,0.156125134533004
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","scutellumlength",0.236906144164588,0.106879643923354,0.130026500241234
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","tibialength",0.413848557597478,0.195589250979331,0.218259306618147
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","tibiawidth",0.228544565030194,0.507213414697655,0.278668849667461
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","basitarsuslength",0.390847092267688,0.382383532995381,0.00846355927230696
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","basitarsuswidth",0.154331474148958,0.367107460254,0.212775986105042
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","eyewidth",-0.211148322392638,-0.537022649175979,0.325874326783341
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","eyelength",0.32025760079914,0.318310412699877,0.00194718809926303
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","winglength",0.359315073506439,0.204221222339448,0.155093851166991
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","wingwidth",0.34240084578171,0.15866884543084,0.18373200035087
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","scutellumwidth",0.331432312263778,0.318363195543192,0.013069116720586
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","scutellumlength",0.223475019957652,0.182330627098294,0.041144392859358
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","tibialength",0.360173222649484,0.271314254820998,0.088858967828486
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","tibiawidth",0.18117404638793,0.152698440001808,0.028475606386122
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","basitarsuslength",0.27647371530292,0.0823528271933976,0.194120888109522
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","basitarsuswidth",0.0842186713547858,0.204752281752402,0.120533610397616
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyewidth","eyelength",0.550246144790818,0.261302769195611,0.288943375595207
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyewidth","winglength",0.38339263430104,0.285380600344292,0.098012033956748
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyewidth","wingwidth",0.369918020529047,0.478714220106274,0.108796199577227
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyewidth","scutellumwidth",0.149684605003894,0.229663824424461,0.079979219420567
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyewidth","scutellumlength",0.208974091104879,0.19159997025263,0.017374120852249
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyewidth","tibialength",0.44178477590146,0.536109474569871,0.094324698668411
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyewidth","tibiawidth",0.231781539411912,0.280260462154747,0.048478922742835
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyewidth","basitarsuslength",0.41371997681125,0.461430258873386,0.047710282062136
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyewidth","basitarsuswidth",0.156384697678518,0.702581327516015,0.546196629837497
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyelength","winglength",0.43561184997755,0.172396539877533,0.263215310100017
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyelength","wingwidth",0.421944332110938,0.397091739659722,0.024852592451216
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyelength","scutellumwidth",0.421233924110383,0.540340151825493,0.11910622771511
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyelength","scutellumlength",0.23645625533658,0.418920543790075,0.182464288453495
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyelength","tibialength",0.511142718845862,0.573223522042613,0.0620808031967509
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyelength","tibiawidth",0.22524154698118,0.393262709777151,0.168021162795971
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyelength","basitarsuslength",0.446315724691046,0.54841233594507,0.102096611254024
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"eyelength","basitarsuswidth",0.156098969718852,0.553307290789941,0.397208321071089
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"winglength","wingwidth",0.778788153624737,0.723928529219201,0.0548596244055359
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"winglength","scutellumwidth",0.512033913540615,0.383518002686452,0.128515910854163
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"winglength","scutellumlength",0.36014047197606,0.195092278728806,0.165048193247254
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"winglength","tibialength",0.664893592311756,0.435904289000669,0.228989303311087
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"winglength","tibiawidth",0.30230302164081,0.284928541363079,0.017374480277731
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"winglength","basitarsuslength",0.580299420255252,0.473351927894527,0.106947492360725
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"winglength","basitarsuswidth",0.173499836932237,0.971460492886498,0.797960655954261
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"wingwidth","scutellumwidth",0.510157261705936,0.459960328392321,0.050196933313615
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"wingwidth","scutellumlength",0.311204299765381,0.0711097987375529,0.240094501027828
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"wingwidth","tibialength",0.560673623071833,0.583847475234894,0.023173852163061
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"wingwidth","tibiawidth",0.312107206535839,0.20430393613712,0.107803270398719
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"wingwidth","basitarsuslength",0.516729329668259,0.536213918545449,0.01948458887719
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"wingwidth","basitarsuswidth",0.172441399434104,0.772676476025398,0.600235076591294
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"scutellumwidth","scutellumlength",0.446426973390073,0.542593742790205,0.096166769400132
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"scutellumwidth","tibialength",0.522663646892366,0.432852340858237,0.089811306034129
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"scutellumwidth","tibiawidth",0.272120919270066,0.214103547887715,0.058017371382351
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"scutellumwidth","basitarsuslength",0.420454985724829,0.0282523152195795,0.392202670505249
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"scutellumwidth","basitarsuswidth",0.0992522817679885,0.846037416634056,0.746785134866067
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"scutellumlength","tibialength",0.326102279733862,0.0730760643247801,0.253026215409082
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"scutellumlength","tibiawidth",0.176040894038139,0.195927182855272,0.019886288817133
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"scutellumlength","basitarsuslength",0.261667641960043,-0.0630005071300902,0.324668149090133
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"scutellumlength","basitarsuswidth",0.111897392375987,0.449434149438896,0.337536757062909
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"tibialength","tibiawidth",0.324589353710417,0.285436638761413,0.039152714949004
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"tibialength","basitarsuslength",0.643338706526483,0.58500488347512,0.0583338230513629
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"tibialength","basitarsuswidth",0.23669103876712,0.50522690401203,0.26853586524491
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"tibiawidth","basitarsuslength",0.304497181942258,0.141106949984526,0.163390231957732
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"tibiawidth","basitarsuswidth",0.00183466782603359,-0.0515820383825144,0.053416706208548
NA,"Cow1990.180.csv","Drosophila.melanogaster",NA,"basitarsuslength","basitarsuswidth",0.117761748476341,0.270003824468375,0.152242075992034
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","prementumlength",0.165918320695821,0.404981521504417,0.239063200808596
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","epipharynxwidth",0.261336794324829,0.356912405483578,0.095575611158749
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","epipharynxlength",0.209242813940505,0.507335034841392,0.298092220900887
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","palatalplatelength",0.207033356516375,0.221606894717361,0.014573538200986
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","greatestwidthofpalatalplate",0.332225212772487,0.390540027448923,0.058314814676436
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","betweenmystaxbristledistance",0.183200479924013,0.292268030548612,0.109067550624599
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","eyewidth",0.202430261926249,0.217085072140306,0.014654810214057
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","eyelength",0.249429001655636,0.450060336413224,0.200631334757588
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","winglength",0.212901302813357,0.260964194801324,0.048062891987967
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","wingwidth",0.252999686692695,0.517148044413466,0.264148357720771
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","scutellumwidth",0.249486483696887,0.239539476360089,0.00994700733679801
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","scutellumlength",0.0830570588855471,0.018386958859829,0.0646701000257181
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","tibialength",0.224140538919275,0.369387071766496,0.145246532847221
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","tibiawidth",0.133657999837615,-0.168981592354844,0.302639592192459
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","basitarsuslength",0.10159801524713,-0.0612183421547952,0.162816357401925
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumwidth","basitarsuswidth",0.0447333228955592,0.472996140285889,0.42826281739033
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","epipharynxwidth",0.107858688667102,0.177016061114032,0.06915737244693
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","epipharynxlength",0.257400892998632,0.246580584918174,0.010820308080458
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","palatalplatelength",0.253271201751886,0.276818616492384,0.023547414740498
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","greatestwidthofpalatalplate",0.183685140473179,0.422048924040603,0.238363783567424
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","betweenmystaxbristledistance",0.143446856417767,0.617621118558937,0.47417426214117
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","eyewidth",0.16061569053791,0.441091025538176,0.280475335000266
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","eyelength",0.218577242262681,0.437339447276591,0.21876220501391
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","winglength",0.176192327642691,0.734110379976647,0.557918052333956
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","wingwidth",0.152272539004462,0.391297055645502,0.23902451664104
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","scutellumwidth",0.187534277152917,0.572299268413934,0.384764991261017
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","scutellumlength",0.0847233613556912,1.00096443425884,0.916241072903149
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","tibialength",0.191349311695755,0.544753173278563,0.353403861582808
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","tibiawidth",0.0291352631988951,-0.194653057745859,0.223788320944754
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","basitarsuslength",0.167683467368481,0.407139171003991,0.23945570363551
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"prementumlength","basitarsuswidth",0.117339189815674,-0.213045172177746,0.33038436199342
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxwidth","epipharynxlength",0.176986690185499,0.0641621350432045,0.112824555142295
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxwidth","palatalplatelength",0.168717516087359,0.0591577184775636,0.109559797609795
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxwidth","greatestwidthofpalatalplate",0.608989469380126,0.698378466627127,0.089388997247001
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxwidth","betweenmystaxbristledistance",0.150080670953317,0.206977632325367,0.05689696137205
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxwidth","eyewidth",0.186242176863886,0.271029618561172,0.084787441697286
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxwidth","eyelength",0.196326360927949,0.21814633621454,0.021819975286591
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxwidth","winglength",0.209969802730131,0.190493177885989,0.019476624844142
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxwidth","wingwidth",0.235644737256164,0.434661690925286,0.199016953669122
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxwidth","scutellumwidth",0.181083530146927,0.127047115613618,0.054036414533309
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxwidth","scutellumlength",0.052710408739547,0.342524081207219,0.289813672467672
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxwidth","tibialength",0.159221405590484,0.207175301675124,0.04795389608464
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxwidth","tibiawidth",0.125646980755128,-0.253862714046405,0.379509694801533
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxwidth","basitarsuslength",0.208787987602807,0.361508599529305,0.152720611926498
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxwidth","basitarsuswidth",0.0709164788793686,0.11089813197891,0.0399816530995414
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxlength","palatalplatelength",0.569665573712698,0.611830499973319,0.042164926260621
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxlength","greatestwidthofpalatalplate",0.320152493693328,0.193996669239771,0.126155824453557
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxlength","betweenmystaxbristledistance",0.155545791736775,0.198366196023076,0.042820404286301
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxlength","eyewidth",0.248073106098432,0.492446507308994,0.244373401210562
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxlength","eyelength",0.377809007667837,0.401983217550994,0.024174209883157
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxlength","winglength",0.348215584280365,0.559662207613291,0.211446623332926
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxlength","wingwidth",0.328481270666289,0.518456165546641,0.189974894880352
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxlength","scutellumwidth",0.294987830017519,0.557282598652089,0.26229476863457
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxlength","scutellumlength",0.111869829670602,0.487478061645527,0.375608231974925
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxlength","tibialength",0.374887844699771,0.462452903620322,0.087565058920551
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxlength","tibiawidth",0.147384587477477,0.280004226510789,0.132619639033312
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxlength","basitarsuslength",0.274832263082152,0.241157863941451,0.033674399140701
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"epipharynxlength","basitarsuswidth",0.0754691238750514,0,0.0754691238750514
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"palatalplatelength","greatestwidthofpalatalplate",0.31978691189993,0.208454423615259,0.111332488284671
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"palatalplatelength","betweenmystaxbristledistance",0.342848704003475,0.510927847501275,0.1680791434978
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"palatalplatelength","eyewidth",0.297986844391174,0.423513715316762,0.125526870925588
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"palatalplatelength","eyelength",0.472020664065368,0.641296567970853,0.169275903905485
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"palatalplatelength","winglength",0.428861298220711,0.513496975509823,0.084635677289112
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"palatalplatelength","wingwidth",0.352746192462114,0.438714584566471,0.085968392104357
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"palatalplatelength","scutellumwidth",0.376480443366694,0.511906099536169,0.135425656169475
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"palatalplatelength","scutellumlength",0.189137503218357,0.646463155073772,0.457325651855415
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"palatalplatelength","tibialength",0.476290098687076,0.533797294455397,0.057507195768321
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"palatalplatelength","tibiawidth",0.191212399078705,0.373446082375086,0.182233683296381
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"palatalplatelength","basitarsuslength",0.34343195808473,0.352987466758024,0.00955550867329402
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"palatalplatelength","basitarsuswidth",0.111897526175748,0.12649682220679,0.014599296031042
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","betweenmystaxbristledistance",0.296355313356275,0.416920359393969,0.120565046037694
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","eyewidth",0.254189720995566,0.279032612974516,0.02484289197895
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","eyelength",0.354888686287793,0.402617712590307,0.047729026302514
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","winglength",0.312484320798482,0.331759940698895,0.019275619900413
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","wingwidth",0.331693721281571,0.421617856473572,0.089924135192001
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","scutellumwidth",0.331735981045818,0.389560470703675,0.057824489657857
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","scutellumlength",0.0878775679541143,0.078097039908887,0.0097805280452273
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","tibialength",0.299608014672577,0.284623572413062,0.014984442259515
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","tibiawidth",0.133256319535463,-0.0636700318541775,0.19692635138964
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","basitarsuslength",0.254150224312998,0.216790608557624,0.037359615755374
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"greatestwidthofpalatalplate","basitarsuswidth",0.0949757833881343,0.130144801573838,0.0351690181857037
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","eyewidth",-0.244520229314038,-0.187821681348859,0.056698547965179
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","eyelength",0.342483830863676,0.663261099109673,0.320777268245997
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","winglength",0.387310530084909,0.185245042545964,0.202065487538945
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","wingwidth",0.371134430461508,0.237972838517112,0.133161591944396
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","scutellumwidth",0.354302607547751,-0.0375093412895195,0.39181194883727
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","scutellumlength",0.156875392263016,-0.150081056778968,0.306956449041984
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","tibialength",0.368661158339443,0.0615698689139886,0.307091289425454
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","tibiawidth",0.169572214282547,0.18272636271985,0.013154148437303
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","basitarsuslength",0.272248258128852,0.0528925129500685,0.219355745178784
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"betweenmystaxbristledistance","basitarsuswidth",0.0807309614748058,0.106026383025266,0.0252954215504602
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyewidth","eyelength",0.531841536493244,0.445101429055179,0.0867401074380649
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyewidth","winglength",0.357974952595776,0.506250989447379,0.148276036851603
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyewidth","wingwidth",0.326143502148996,0.505995445328528,0.179851943179532
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyewidth","scutellumwidth",0.307867974899678,0.484790326297609,0.176922351397931
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyewidth","scutellumlength",0.138534294051864,0.974715489058901,0.836181195007037
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyewidth","tibialength",0.39140903650377,0.711388557533936,0.319979521030166
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyewidth","tibiawidth",0.211230144265924,0.259009078766302,0.047778934500378
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyewidth","basitarsuslength",0.319304303296715,0.627565444283235,0.30826114098652
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyewidth","basitarsuswidth",0.14506073053582,0.612808071693068,0.467747341157248
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyelength","winglength",4.36938014360587,0.469327688644662,3.90005245496121
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyelength","wingwidth",0.444290131350764,0.655090520592753,0.210800389241989
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyelength","scutellumwidth",0.416972242049016,0.482884015759273,0.065911773710257
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyelength","scutellumlength",0.168186313409744,0.76835521650809,0.600168903098346
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyelength","tibialength",0.43339339392176,0.478703321552638,0.045309927630878
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyelength","tibiawidth",0.220047323566462,0.207474469966187,0.012572853600275
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyelength","basitarsuslength",0.345041061639327,0.326621292895257,0.01841976874407
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"eyelength","basitarsuswidth",0.107855952793482,0.285276526563833,0.177420573770351
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"winglength","wingwidth",0.67932978201134,0.579572349503104,0.099757432508236
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"winglength","scutellumwidth",0.477655779093531,0.432847677432597,0.044808101660934
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"winglength","scutellumlength",0.306739674683534,0.676545893564073,0.369806218880539
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"winglength","tibialength",0.674377180212557,0.724478819571838,0.050101639359281
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"winglength","tibiawidth",0.25825099074784,0.373627401162966,0.115376410415126
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"winglength","basitarsuslength",0.518605308615718,0.447608184696818,0.0709971239189
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"winglength","basitarsuswidth",0.131926901020833,0.34891885984611,0.216991958825277
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"wingwidth","scutellumwidth",0.461813117183456,0.409787426032099,0.052025691151357
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"wingwidth","scutellumlength",0.229814564275093,0.537755619226295,0.307941054951202
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"wingwidth","tibialength",0.513014124708505,0.417692251845225,0.09532187286328
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"wingwidth","tibiawidth",0.274197525941311,0.280625863044949,0.00642833710363799
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"wingwidth","basitarsuslength",0.406774827705468,0.334841563899864,0.071933263805604
NA,"Cow1990.181.csv","Drosophila.melanogaster",NA,"wingwidth","basitarsuswidth",0.106021959685686,0.226349754239589,0.120327794553903
